"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","Loyal Customer",59,"Business travel","Business",295,"3","3","3","3","5","4","4","5","5","5","5","3","5","5",9,0,"satisfied"
"Female","Loyal Customer",79,"Business travel","Eco Plus",913,"4","4","4","4","1","3","5","4","4","4","4","1","4","2",0,0,"satisfied"
"Male","Loyal Customer",29,"Business travel","Business",3775,"2","2","2","2","4","4","4","4","4","1","3","1","5","4",9,0,"satisfied"
"Female","Loyal Customer",25,"Business travel","Business",3104,"2","2","2","2","2","2","2","2","1","2","3","3","3","2",105,100,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business travel","Business",666,"0","4","0","3","4","0","4","4","4","3","5","4","5","4",28,25,"satisfied"
"Male","Loyal Customer",32,"Personal Travel","Eco",957,"3","1","3","3","2","3","2","2","2","2","3","3","4","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Eco",1028,"2","3","3","4","3","3","3","3","3","4","2","5","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Business",365,"2","2","2","2","4","2","1","4","4","5","4","2","4","2",44,29,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",327,"2","5","5","5","1","4","3","2","2","2","2","1","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Eco",1306,"3","1","1","1","3","3","3","3","3","4","2","3","3","3",80,73,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business travel","Eco Plus",714,"5","1","1","1","5","5","4","5","5","4","4","1","2","5",0,0,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",2135,"1","1","4","1","4","4","5","5","5","5","4","4","5","5",0,0,"satisfied"
"Male","Loyal Customer",41,"Business travel","Business",1831,"2","2","2","2","4","2","5","4","4","4","4","1","4","1",20,15,"satisfied"
"Female","Loyal Customer",67,"Personal Travel","Eco",2454,"2","4","2","3","2","1","1","2","5","3","3","1","2","1",1,1,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",402,"1","1","1","1","2","4","4","4","4","4","4","3","4","3",11,0,"satisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",110,"1","1","1","3","4","1","4","4","2","3","4","1","3","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",48,"Business travel","Business",199,"3","3","3","3","4","3","4","4","5","2","5","3","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",2495,"5","5","5","5","4","4","1","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",26,"Business travel","Eco Plus",2688,"5","3","3","3","5","5","5","5","3","3","4","2","5","5",11,14,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",862,"4","4","4","4","2","4","4","2","3","1","4","2","3","2",23,12,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Eco",657,"4","5","5","5","4","4","4","4","3","4","4","1","4","4",4,5,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",323,"5","5","5","5","5","5","5","5","5","5","5","5","5","4",0,3,"satisfied"
"Female","Loyal Customer",61,"Personal Travel","Eco",573,"3","4","3","1","5","5","4","3","3","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Personal Travel","Eco",1138,"3","5","3","2","4","3","4","4","3","4","4","4","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",77,"Business travel","Business",2541,"4","3","2","3","1","3","4","4","4","4","4","2","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",2372,"1","1","1","1","4","5","5","5","5","5","5","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Eco",174,"4","4","4","4","5","1","5","4","4","4","4","3","4","1",0,0,"satisfied"
"Female","Loyal Customer",50,"Business travel","Eco",671,"2","1","1","1","1","2","2","2","2","2","2","4","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",3591,"4","4","4","4","5","4","5","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",27,"Business travel","Eco Plus",679,"4","4","4","4","4","4","4","4","1","3","4","4","2","4",0,0,"satisfied"
"Female","disloyal Customer",22,"Business travel","Eco",646,"3","0","3","3","4","3","4","4","5","4","4","4","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",1809,"4","4","4","4","1","1","3","4","4","5","5","3","4","3",19,15,"satisfied"
"Male","Loyal Customer",51,"Personal Travel","Business",1044,"1","5","1","3","5","1","5","2","2","1","2","2","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",1727,"3","3","3","3","3","4","5","4","4","4","4","5","4","5",0,13,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",1222,"3","3","3","3","4","3","4","4","4","2","4","5","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",1023,"2","4","2","3","1","3","3","2","2","2","2","1","2","4",69,50,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",239,"3","2","2","2","5","4","4","3","3","3","3","2","3","3",4,7,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",683,"2","4","2","3","4","2","4","4","1","4","4","1","4","4",0,25,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Personal Travel","Eco",2454,"2","3","3","4","3","4","4","2","2","3","3","4","2","4",22,25,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco",190,"3","4","3","4","4","3","4","4","3","2","5","4","4","4",41,41,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Eco Plus",721,"2","2","2","4","1","2","1","1","1","4","3","1","3","1",76,63,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",235,"5","5","5","5","2","5","5","5","5","4","5","3","5","4",0,0,"satisfied"
"Male","disloyal Customer",49,"Business travel","Business",781,"3","3","3","2","4","3","4","4","4","2","5","3","5","4",93,89,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",1598,"3","3","3","3","2","5","4","3","3","3","3","3","3","3",0,0,"satisfied"
"Female","Loyal Customer",16,"Business travel","Business",1626,"3","3","3","3","4","4","4","4","5","3","5","3","2","4",0,0,"satisfied"
"Female","Loyal Customer",44,"Business travel","Business",813,"3","3","3","3","2","2","3","3","3","2","3","4","3","2",59,34,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",3347,"4","4","4","4","5","5","5","5","4","4","3","5","4","5",21,5,"satisfied"
"Female","disloyal Customer",21,"Business travel","Eco",1069,"3","3","3","4","4","3","4","4","3","3","4","4","5","4",30,20,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",1237,"4","2","2","2","3","3","2","4","4","4","4","1","4","4",42,47,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Personal Travel","Eco",937,"2","4","2","4","5","2","1","5","3","2","5","2","4","5",50,49,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Business travel","Business",2187,"1","3","3","3","1","1","1","1","1","3","4","1","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Business travel","Business",3868,"3","3","3","3","3","3","3","3","2","4","3","3","2","3",8,19,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Business travel","Business",628,"2","2","2","2","3","3","3","3","4","3","4","3","5","3",4,4,"satisfied"
"Male","Loyal Customer",59,"Business travel","Business",2962,"0","4","0","4","2","4","5","1","1","1","1","5","1","4",54,46,"satisfied"
"Female","Loyal Customer",57,"Business travel","Eco",548,"5","5","5","5","2","5","5","5","5","5","5","1","5","4",24,27,"satisfied"
"Male","Loyal Customer",28,"Business travel","Business",2496,"2","4","2","2","4","3","3","2","4","5","5","3","1","3",0,0,"satisfied"
"Male","Loyal Customer",51,"Business travel","Business",2429,"3","3","3","3","3","4","4","5","5","5","5","4","5","3",13,11,"satisfied"
"Female","Loyal Customer",59,"Business travel","Business",3832,"3","4","2","2","5","3","4","3","3","3","3","3","3","1",13,19,"neutral or dissatisfied"
"Female","disloyal Customer",34,"Business travel","Business",2419,"4","4","4","3","5","4","5","5","5","5","4","3","5","5",31,1,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business travel","Eco",689,"3","3","3","3","5","3","5","5","3","1","3","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",2036,"2","2","4","2","5","5","4","5","5","5","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",19,"Personal Travel","Business",1180,"3","5","3","2","4","3","1","4","5","5","4","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",1542,"5","4","5","2","4","5","4","4","4","3","5","3","5","4",0,0,"satisfied"
"Male","disloyal Customer",34,"Business travel","Business",936,"1","1","1","1","2","1","2","2","5","5","5","5","5","2",39,22,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Business",140,"4","3","4","2","5","4","5","5","1","5","3","2","2","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Business",1491,"5","5","5","5","2","4","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",66,"Personal Travel","Eco",1072,"1","4","1","3","4","1","4","4","4","3","4","5","5","4",12,10,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",3848,"2","2","1","2","3","5","5","5","5","5","5","1","5","4",30,26,"satisfied"
"Female","Loyal Customer",63,"Business travel","Eco",448,"1","2","5","2","4","4","4","1","1","1","1","2","1","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Personal Travel","Eco",612,"3","4","3","3","2","3","2","2","3","5","4","3","4","2",64,45,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Personal Travel","Eco",2133,"3","3","3","1","1","3","1","1","5","2","3","3","1","1",83,62,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Business",372,"2","5","5","5","3","4","4","2","2","2","2","4","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",3867,"3","4","3","3","3","4","5","4","4","4","5","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",13,"Personal Travel","Eco",1723,"3","1","3","3","5","3","5","5","1","4","2","2","2","5",0,32,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",602,"3","2","3","1","4","3","4","4","4","2","1","2","2","4",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",967,"3","3","3","3","5","5","4","4","4","4","4","4","4","3",3,16,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",3232,"3","4","4","4","2","3","4","3","3","3","3","4","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",248,"4","4","4","4","4","5","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",44,"Business travel","Business",2295,"2","2","2","2","3","3","3","5","3","5","5","3","5","3",1,16,"satisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco",328,"1","1","1","3","1","1","1","1","4","3","3","4","4","1",5,14,"neutral or dissatisfied"
"Female","disloyal Customer",27,"Business travel","Eco",118,"2","0","2","4","2","2","5","2","2","4","3","5","5","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",39,"Business travel","Business",325,"3","3","3","3","2","3","2","2","2","2","4","3","4","2",0,2,"neutral or dissatisfied"
"Male","disloyal Customer",67,"Personal Travel","Eco",460,"2","2","2","3","4","2","4","4","2","4","4","2","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",71,"Business travel","Business",742,"2","3","4","3","2","2","1","2","2","2","2","2","2","2",0,2,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Business",216,"0","0","0","4","1","0","1","1","3","5","5","3","4","1",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Business",3916,"3","3","3","3","4","5","4","5","5","5","5","5","5","4",21,38,"satisfied"
"Female","Loyal Customer",49,"Business travel","Eco",844,"2","2","2","2","2","2","2","2","2","2","2","1","2","1",20,25,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",1836,"3","3","3","3","2","2","3","3","3","3","3","1","3","2",0,11,"neutral or dissatisfied"
"Female","Loyal Customer",66,"Business travel","Business",288,"2","2","2","2","5","3","3","2","2","2","2","2","2","4",0,22,"neutral or dissatisfied"
"Female","disloyal Customer",42,"Business travel","Eco",372,"4","1","4","3","4","4","4","4","4","3","3","2","4","4",0,10,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Business travel","Eco",842,"0","0","0","1","4","0","4","4","4","4","4","2","1","4",0,7,"satisfied"
"Male","disloyal Customer",46,"Business travel","Business",967,"2","2","2","3","2","2","2","2","5","5","4","3","5","2",29,44,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",312,"5","4","4","1","2","4","3","2","4","5","4","4","4","2",14,22,"satisfied"
"Male","Loyal Customer",21,"Business travel","Business",3298,"2","5","5","5","2","2","2","2","1","3","4","2","4","2",3,3,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Business",867,"5","5","5","5","4","4","4","4","5","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",40,"Business travel","Eco",212,"5","3","3","3","5","5","5","5","4","1","2","4","3","5",15,8,"satisfied"
"Female","disloyal Customer",30,"Business travel","Eco",641,"3","0","3","3","4","3","4","4","2","2","2","5","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco",404,"2","2","2","3","4","2","4","4","1","5","3","3","3","4",0,11,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Eco",453,"1","2","1","2","1","2","1","1","2","4","4","1","4","1",4,50,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",594,"4","4","4","4","2","4","5","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",29,"Business travel","Eco",1900,"2","2","2","2","2","2","2","2","3","2","2","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Business travel","Eco",337,"3","4","4","4","3","3","3","3","3","4","4","4","3","3",50,36,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Personal Travel","Eco",192,"0","5","0","2","3","0","3","3","4","3","5","4","5","3",0,0,"satisfied"
"Male","Loyal Customer",67,"Business travel","Business",3583,"3","3","3","3","3","5","4","5","5","5","5","3","5","4",26,15,"satisfied"
"Male","disloyal Customer",48,"Business travel","Business",216,"4","4","4","3","1","4","1","1","2","5","1","1","5","1",3,1,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",3228,"1","1","1","1","5","5","4","5","5","5","5","3","5","5",15,49,"satisfied"
"Female","Loyal Customer",9,"Personal Travel","Eco Plus",306,"2","4","2","3","1","2","4","1","3","2","3","4","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",395,"4","4","4","4","3","4","4","5","5","5","5","3","5","5",8,8,"satisfied"
"Female","Loyal Customer",48,"Business travel","Eco",337,"2","4","4","4","5","4","3","2","2","2","2","1","2","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Eco",2165,"3","2","2","2","3","2","3","3","3","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",2129,"2","2","3","2","5","4","4","2","2","2","2","2","2","3",95,85,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",1728,"3","5","5","5","3","3","4","3","3","3","3","1","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business travel","Business",3861,"2","1","1","1","3","3","3","2","2","3","2","1","2","1",42,39,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",236,"1","1","1","1","3","3","2","5","5","5","5","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",948,"3","2","3","3","2","4","4","4","4","3","4","2","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business travel","Business",2486,"2","2","2","2","5","5","4","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","Loyal Customer",64,"Personal Travel","Eco",1635,"0","5","0","3","4","5","4","2","2","0","2","3","2","3",0,0,"satisfied"
"Female","Loyal Customer",28,"Business travel","Business",1575,"2","1","1","1","2","1","2","2","4","5","4","2","3","2",27,28,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",896,"5","5","5","4","4","5","4","4","3","4","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",47,"Personal Travel","Eco",1773,"1","3","1","4","5","2","1","2","2","1","4","1","2","3",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Business travel","Eco",589,"4","2","5","2","4","4","4","4","5","2","1","5","3","4",0,0,"satisfied"
"Male","Loyal Customer",31,"Personal Travel","Eco Plus",196,"2","5","2","3","2","2","2","2","5","2","3","1","4","2",0,13,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",1024,"1","1","1","1","2","4","2","3","3","3","3","4","3","4",0,0,"satisfied"
